"Id вершины","=Id смежных с ней вершин"
"3632404630=3632392293;3632395587;3632404629;3632404630;3632404630;3632404630;3632404630;3632392293"
"2537688583=2537688583;2537688583;2537688750;2537688548;2537688528"
"1835531238=1005065283;2671226468;676616071;2594421182"
"2436463676=2436463732"
"3632404629=1249302452;1249302262;3632404630"
"2709482287=2709482136;2709482197;2709482223"
"5059548093=2496757103;5059548094;5059548090;5059548093;5059548093;5059548094"
"5059548094=5059548093;2496757436;5059548094;5059548094;2496757106;5059548093"
"1835531224=2671226468;1005065064;2594421182;676616071"
"2480911474=1003059965;2480911474;2480911474;2480911494;1003059950;2480910622"
"1835531229=1006011760;996405667;296331497;2594421566"
"1005876136=1113491712;2597266027;1004321413;296331895"
"5269730533=2496836935;5269730533;5269730533;2496836966;5269730534"
"5269730534=5269730533"
"5269730535=2496836966"
"2509033745=2509033399;2509033506;2509033548;2509033635;2509033655"
"5059548090=2496757157;2496757103;2496757103;2496757157;2496757106;5059548090;5059548090;5059548093"
"2506994810=2506994767;2506993939;2506994767;2506994810;2506994810;634172292"
"1005876134=1205048856;1005875964;2666100233;2666100247"
"4036029225=4036029226"
"4036029226=4036029226;4036029226;2495913900;4036029225;4036029339"
"2547212286=2547212188;2547212130;2547212130;2547213011;2547212286;2547212286"
"4109131808=2473148265;1712866285;4109131808;4109131808;2473148270;2473148265"
"2588335349=2588335270;2623137008"
"2505100065=1712486246"
"2578305660=2578305500"
"1082615854=1082615854;1082615854;2503382017;1082616215;1377676742;1082616021"
"2480911495=1003059932;2480911495;2480911495;1007042500;2480910831"
"2480911494=2480911494;2480911494;2480911474;2480910843;2480910622"
"2537688599=2537688599;2537688599;2537688526"
"2588335354=3884347225;3884347228;3884347234;3884347238"
"2540187941=2540187292;2540187916;2540187941;2540187941;876527792;876527902"
"3138123030=2520094174;3138122629;2519983867;3138123629"
"1011330997=1011329796;1011328790;1011330007;1011330997;1011330997;1011330007"
"5059548070=2496756992;5059563496"
"3057070636=2422747182;1381798416;1138935820;1381798416;2422747168;3057070636;3057070636"
"2582547118=2407688896;2582547376;2582547118;2582547118;2598546409;2598546409"
"2616480737=2469114557;996801038;2469114557;2616480737;2616480737;2521609988"
"1062709637=1062710187"
"3047940533=3047915339;3047940233;3047516246;3047515156;3047940533;3047940533;3047915339"
"2674408926=2674408926;2674408926;2674408889;2674409065;2674409065;2674409071"
